Case_ID,Customer_ID,Customer_Name,Customer_Country,Customer_Type,Order_Value,Currency,Order_Type,Company_Code,Delivery_Block,Billing_Block,Event_Type,Event_Time,User,Department,User_Type,Object_ID,Object_Type,Event_Category
Order - 0271,CUST - 010,Customer 10,DE,External,491.4,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-10 15:47:59.000,USER - 10897,Department 2178,Manual,Order - 0271,Sales order,Main
Order - 0745,CUST - 010,Customer 10,DE,External,39000,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-20 12:05:07.000,USER - 10897,Department 2178,Manual,Order - 0745,Sales order,Main
Order - 0300,CUST - 010,Customer 10,DE,External,36000,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-10-26 10:57:12.000,USER - 10897,Department 2178,Manual,Order - 0300,Sales order,Main
Order - 0205,CUST - 010,Customer 10,DE,External,8823.75,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-09-07 19:43:58.000,USER - 10897,Department 2178,Manual,Order - 0205,Sales order,Main
Order - 0323,CUST - 026,Customer 26,DE,External,40386.53,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-09 20:15:12.000,USER - 10897,Department 2178,Manual,Order - 0323,Sales order,Main
Order - 0333,CUST - 026,Customer 26,DE,External,36096.38,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-14 19:39:01.000,USER - 10897,Department 2178,Manual,Order - 0333,Sales order,Main
Order - 0334,CUST - 026,Customer 26,DE,External,35259.97,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-14 19:42:47.000,USER - 10897,Department 2178,Manual,Order - 0334,Sales order,Main
Order - 0991,CUST - 026,Customer 26,DE,External,42657.38,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-04-09 16:24:26.000,USER - 10897,Department 2178,Manual,Order - 0991,Sales order,Main
Order - 0426,CUST - 026,Customer 26,DE,External,39502.6,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-07 16:38:38.000,USER - 10897,Department 2178,Manual,Order - 0426,Sales order,Main
Order - 0429,CUST - 026,Customer 26,DE,External,36945.27,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-08 14:44:26.000,USER - 10897,Department 2178,Manual,Order - 0429,Sales order,Main
Order - 0431,CUST - 026,Customer 26,DE,External,33909.87,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-12-13 08:41:08.000,USER - 10897,Department 2178,Manual,Order - 0431,Sales order,Main
Order - 0682,CUST - 026,Customer 26,DE,External,39407.02,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-06 15:37:32.000,USER - 10897,Department 2178,Manual,Order - 0682,Sales order,Main
Order - 0393,CUST - 026,Customer 26,DE,External,37316.86,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-29 09:17:46.000,USER - 10897,Department 2178,Manual,Order - 0393,Sales order,Main
Order - 0413,CUST - 026,Customer 26,DE,External,35319.72,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-30 10:06:14.000,USER - 10897,Department 2178,Manual,Order - 0413,Sales order,Main
Order - 0414,CUST - 026,Customer 26,DE,External,35466.44,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2023-11-30 10:13:45.000,USER - 10897,Department 2178,Manual,Order - 0414,Sales order,Main
Order - 1164,CUST - 026,Customer 26,DE,External,44950.87,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-05-20 08:43:49.000,USER - 10897,Department 2178,Manual,Order - 1164,Sales order,Main
Order - 0734,CUST - 026,Customer 26,DE,External,39001.62,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-15 07:35:59.000,USER - 10897,Department 2178,Manual,Order - 0734,Sales order,Main
Order - 0738,CUST - 026,Customer 26,DE,External,41844.24,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-02-15 20:52:01.000,USER - 10897,Department 2178,Manual,Order - 0738,Sales order,Main
Order - 1120,CUST - 026,Customer 26,DE,External,44612.57,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-05-10 08:05:21.000,USER - 10897,Department 2178,Manual,Order - 1120,Sales order,Main
Order - 0594,CUST - 026,Customer 26,DE,External,34014.16,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-01-11 18:20:56.000,USER - 10897,Department 2178,Manual,Order - 0594,Sales order,Main
Order - 0599,CUST - 026,Customer 26,DE,External,32570.61,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-01-17 09:28:19.000,USER - 10897,Department 2178,Manual,Order - 0599,Sales order,Main
Order - 0608,CUST - 026,Customer 26,DE,External,36851.66,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-01-22 10:04:51.000,USER - 10897,Department 2178,Manual,Order - 0608,Sales order,Main
Order - 0609,CUST - 026,Customer 26,DE,External,37174.92,EUR,ST - Services / Tooling,Company 1,NULL,NULL,Create Sales Order,2024-01-25 16:11:03.000,USER - 10897,Department 2178,Manual,Order - 0609,Sales order,Main
Order - 0173,CUST - 023,Customer 23,DE,External,7980,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-22 15:15:32.000,USER - 05682,Department 2070,Manual,Order - 0173,Sales order,Main
Order - 0176,CUST - 024,Customer 24,MX,External,284.2,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-22 16:10:18.000,USER - 05682,Department 2070,Manual,Order - 0176,Sales order,Main
Order - 0177,CUST - 001,Customer 1,FR,External,23940,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-08-24 12:44:40.000,USER - 05682,Department 2070,Manual,Order - 0177,Sales order,Main
Order - 0001,CUST - 001,Customer 1,FR,External,718.2,EUR,SO - Standard Order,Company 1,NULL,X,Create Sales Order,2023-05-09 16:26:58.000,USER - 05682,Department 2070,Manual,Order - 0001,Sales order,Main
Order - 0185,CUST - 005,Customer 5,DE,Internal,22052.4,EUR,SO - Standard Order,Company 1,X,X,Create Sales Order,2023-08-29 11:36:48.000,USER - 05682,Department 2070,Manual,Order - 0185,Sales order,Main
Order - 0219,CUST - 005,Customer 5,DE,Internal,274.5,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-13 14:23:42.000,USER - 05682,Department 2070,Manual,Order - 0219,Sales order,Main
Order - 0227,CUST - 005,Customer 5,DE,Internal,175,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-19 14:53:20.000,USER - 05682,Department 2070,Manual,Order - 0227,Sales order,Main
Order - 0228,CUST - 005,Customer 5,DE,Internal,22596.2,EUR,SO - Standard Order,Company 1,X,X,Create Sales Order,2023-09-19 15:07:29.000,USER - 05682,Department 2070,Manual,Order - 0228,Sales order,Main
Order - 0235,CUST - 005,Customer 5,DE,Internal,97.7,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-22 08:35:31.000,USER - 05682,Department 2070,Manual,Order - 0235,Sales order,Main
Order - 0012,CUST - 005,Customer 5,DE,Internal,73694.9,EUR,SO - Standard Order,Company 1,X,X,Create Sales Order,2023-05-17 16:12:14.000,USER - 05682,Department 2070,Manual,Order - 0012,Sales order,Main
Order - 0018,CUST - 005,Customer 5,DE,Internal,10883.35,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-30 14:09:07.000,USER - 05682,Department 2070,Manual,Order - 0018,Sales order,Main
Order - 0041,CUST - 005,Customer 5,DE,Internal,35213.56,EUR,SO - Standard Order,Company 1,NULL,X,Create Sales Order,2023-06-07 11:11:34.000,USER - 05682,Department 2070,Manual,Order - 0041,Sales order,Main
Order - 0003,CUST - 003,Customer 3,ES,External,4780.8,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-15 15:25:17.000,USER - 05682,Department 2070,Manual,Order - 0003,Sales order,Main
Order - 0004,CUST - 003,Customer 3,ES,External,34547.7,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-15 15:29:36.000,USER - 05682,Department 2070,Manual,Order - 0004,Sales order,Main
Order - 0005,CUST - 003,Customer 3,ES,External,12089.22,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-15 15:31:15.000,USER - 05682,Department 2070,Manual,Order - 0005,Sales order,Main
Order - 0034,CUST - 007,Customer 7,US,Internal,1841.1,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-06 09:38:15.000,USER - 05682,Department 2070,Manual,Order - 0034,Sales order,Main
Order - 0210,CUST - 028,Customer 28,DE,External,175,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-08 15:28:56.000,USER - 05682,Department 2070,Manual,Order - 0210,Sales order,Main
Order - 0002,CUST - 002,Customer 2,SK,External,2472.6,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-05-15 10:09:49.000,USER - 05682,Department 2070,Manual,Order - 0002,Sales order,Main
Order - 0223,CUST - 002,Customer 2,SK,External,5439.72,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-15 09:49:01.000,USER - 05682,Department 2070,Manual,Order - 0223,Sales order,Main
Order - 0424,CUST - 032,Customer 32,CN,Internal,16470,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-12-07 11:09:37.000,USER - 05682,Department 2070,Manual,Order - 0424,Sales order,Main
Order - 0252,CUST - 032,Customer 32,CN,Internal,5190,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-09-29 09:35:30.000,USER - 05682,Department 2070,Manual,Order - 0252,Sales order,Main
Order - 0259,CUST - 032,Customer 32,CN,Internal,27450,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-10-05 10:53:44.000,USER - 05682,Department 2070,Manual,Order - 0259,Sales order,Main
Order - 1473,CUST - 034,Customer 34,US,External,909.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-07-31 16:49:34.000,USER - 02130,Department 2222,Manual,Order - 1473,Sales order,Main
Order - 1535,CUST - 034,Customer 34,US,External,2292.1,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 19:19:26.000,USER - 02130,Department 2222,Manual,Order - 1535,Sales order,Main
Order - 1536,CUST - 034,Customer 34,US,External,1158.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 19:24:40.000,USER - 02130,Department 2222,Manual,Order - 1536,Sales order,Main
Order - 1537,CUST - 034,Customer 34,US,External,271.95,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 19:29:34.000,USER - 02130,Department 2222,Manual,Order - 1537,Sales order,Main
Order - 1063,CUST - 034,Customer 34,US,External,92.65,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-24 19:51:46.000,USER - 02130,Department 2222,Manual,Order - 1063,Sales order,Main
Order - 1532,CUST - 034,Customer 34,US,External,1683.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-21 18:52:14.000,USER - 02130,Department 2222,Manual,Order - 1532,Sales order,Main
Order - 1551,CUST - 034,Customer 34,US,External,319.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-22 00:04:03.000,USER - 02130,Department 2222,Manual,Order - 1551,Sales order,Main
Order - 1088,CUST - 034,Customer 34,US,External,869.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 20:47:09.000,USER - 02130,Department 2222,Manual,Order - 1088,Sales order,Main
Order - 1089,CUST - 034,Customer 34,US,External,337.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 20:53:25.000,USER - 02130,Department 2222,Manual,Order - 1089,Sales order,Main
Order - 1105,CUST - 034,Customer 34,US,External,1158.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 21:56:54.000,USER - 02130,Department 2222,Manual,Order - 1105,Sales order,Main
Order - 1106,CUST - 034,Customer 34,US,External,1158.55,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 22:09:01.000,USER - 02130,Department 2222,Manual,Order - 1106,Sales order,Main
Order - 1094,CUST - 034,Customer 34,US,External,305.5,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-04-30 22:19:53.000,USER - 02130,Department 2222,Manual,Order - 1094,Sales order,Main
Order - 1099,CUST - 034,Customer 34,US,External,319.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 16:30:06.000,USER - 02130,Department 2222,Manual,Order - 1099,Sales order,Main
Order - 1100,CUST - 034,Customer 34,US,External,337.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 20:40:33.000,USER - 02130,Department 2222,Manual,Order - 1100,Sales order,Main
Order - 1563,CUST - 034,Customer 34,US,External,1221.8,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-27 23:59:02.000,USER - 02130,Department 2222,Manual,Order - 1563,Sales order,Main
Order - 1564,CUST - 034,Customer 34,US,External,308.25,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-08-28 00:04:18.000,USER - 02130,Department 2222,Manual,Order - 1564,Sales order,Main
Order - 1114,CUST - 034,Customer 34,US,External,909.4,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-08 23:03:54.000,USER - 02130,Department 2222,Manual,Order - 1114,Sales order,Main
Order - 1181,CUST - 034,Customer 34,US,External,299.45,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 20:37:09.000,USER - 02130,Department 2222,Manual,Order - 1181,Sales order,Main
Order - 1184,CUST - 034,Customer 34,US,External,940.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 20:57:03.000,USER - 02130,Department 2222,Manual,Order - 1184,Sales order,Main
Order - 1186,CUST - 034,Customer 34,US,External,588.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-05-21 21:10:44.000,USER - 02130,Department 2222,Manual,Order - 1186,Sales order,Main
Order - 1617,CUST - 034,Customer 34,US,External,765.85,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 18:59:08.000,USER - 02130,Department 2222,Manual,Order - 1617,Sales order,Main
Order - 1618,CUST - 034,Customer 34,US,External,2678.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 19:07:11.000,USER - 02130,Department 2222,Manual,Order - 1618,Sales order,Main
Order - 1619,CUST - 034,Customer 34,US,External,1908.2,USD,ST - Services / Tooling,Company 2,NULL,NULL,Create Sales Order,2024-09-11 19:12:38.000,USER - 02130,Department 2222,Manual,Order - 1619,Sales order,Main
Order - 0047,CUST - 011,Customer 11,DE,External,30421.24,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-12 15:44:47.000,USER - 03676,Department 751,Manual,Order - 0047,Sales order,Main
Order - 0050,CUST - 011,Customer 11,DE,External,16613.52,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-13 13:24:49.000,USER - 03676,Department 751,Manual,Order - 0050,Sales order,Main
Order - 0051,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-13 13:46:56.000,USER - 03676,Department 751,Manual,Order - 0051,Sales order,Main
Order - 0052,CUST - 011,Customer 11,DE,External,26212.32,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-13 13:51:45.000,USER - 03676,Department 751,Manual,Order - 0052,Sales order,Main
Order - 0053,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-15 10:19:10.000,USER - 03676,Department 751,Manual,Order - 0053,Sales order,Main
Order - 0054,CUST - 011,Customer 11,DE,External,30430.6,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-15 10:26:30.000,USER - 03676,Department 751,Manual,Order - 0054,Sales order,Main
Order - 0059,CUST - 011,Customer 11,DE,External,29851.52,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-20 13:02:44.000,USER - 03676,Department 751,Manual,Order - 0059,Sales order,Main
Order - 0060,CUST - 011,Customer 11,DE,External,21035.82,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-20 13:10:29.000,USER - 03676,Department 751,Manual,Order - 0060,Sales order,Main
Order - 0061,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-22 13:12:53.000,USER - 03676,Department 751,Manual,Order - 0061,Sales order,Main
Order - 0062,CUST - 011,Customer 11,DE,External,18898.32,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-22 13:21:11.000,USER - 03676,Department 751,Manual,Order - 0062,Sales order,Main
Order - 0063,CUST - 011,Customer 11,DE,External,34115.14,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-23 09:34:58.000,USER - 03676,Department 751,Manual,Order - 0063,Sales order,Main
Order - 0067,CUST - 011,Customer 11,DE,External,18010.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-26 15:36:18.000,USER - 03676,Department 751,Manual,Order - 0067,Sales order,Main
Order - 0068,CUST - 011,Customer 11,DE,External,13492.62,EUR,SO - Standard Order,Company 1,NULL,X,Create Sales Order,2023-06-27 13:25:18.000,USER - 03676,Department 751,Manual,Order - 0068,Sales order,Main
Order - 0071,CUST - 011,Customer 11,DE,External,13492.62,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-27 16:19:57.000,USER - 03676,Department 751,Manual,Order - 0071,Sales order,Main
Order - 0072,CUST - 011,Customer 11,DE,External,48960,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-28 13:28:02.000,USER - 03676,Department 751,Manual,Order - 0072,Sales order,Main
Order - 0074,CUST - 011,Customer 11,DE,External,18680.4,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-29 11:00:56.000,USER - 03676,Department 751,Manual,Order - 0074,Sales order,Main
Order - 0075,CUST - 011,Customer 11,DE,External,26253.48,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-29 11:07:54.000,USER - 03676,Department 751,Manual,Order - 0075,Sales order,Main
Order - 0076,CUST - 011,Customer 11,DE,External,28757.84,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-29 11:11:15.000,USER - 03676,Department 751,Manual,Order - 0076,Sales order,Main
Order - 0081,CUST - 011,Customer 11,DE,External,13177,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-06-30 12:34:47.000,USER - 03676,Department 751,Manual,Order - 0081,Sales order,Main
Order - 0554,CUST - 011,Customer 11,DE,External,18172.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-12-20 11:25:44.000,USER - 03676,Department 751,Manual,Order - 0554,Sales order,Main
Order - 0555,CUST - 011,Customer 11,DE,External,40562.68,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2023-12-20 11:33:49.000,USER - 03676,Department 751,Manual,Order - 0555,Sales order,Main
Order - 1040,CUST - 011,Customer 11,DE,External,18118.08,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-04-17 14:47:30.000,USER - 03676,Department 751,Manual,Order - 1040,Sales order,Main
Order - 1041,CUST - 011,Customer 11,DE,External,35489.94,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-04-17 14:52:50.000,USER - 03676,Department 751,Manual,Order - 1041,Sales order,Main
Order - 1042,CUST - 011,Customer 11,DE,External,11910.12,EUR,SO - Standard Order,Company 1,NULL,NULL,Create Sales Order,2024-04-17 15:01:08.000,USER - 03676,Department 751,Manual,Order - 1042,Sales order,Main
